SKU,"Product Name",Brand,"New In","HS Code",Barcode,Origin,Availability,Price,URL
SCS17009,"Dermav10 3pcs Original & Strawberry Lip Balm (PC1826)",Dermav10,No,"HS 3304.9900","EAN 5060087361826",China,"in stock",0.85,https://store.shure-cosmetics.co.uk/dermav10-3pcs-original-strawberry-lip-balm-pc1826
SCS21375,"Dermav10 Aftersun Cooling & Soothing Sheet Mask (PC2169), Dove A/9",Dermav10,No,"HS 3304.9900","EAN 5056235402169",China,"in stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-aftersun-cooling-soothing-sheet-mask-pc2169
SCS16066,"Dermav10 Aloe Vera Chamomile Face & Neck Sheet Mask (PC0387), Dove A/8",Dermav10,No,"HS 3304.9900","EAN 5056235400387",China,"in stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-aloe-vera-chamomile-face-neck-sheet-mask-hs
SCS16597,"Dermav10 Anti-Ageing 45+ Retinol, Almond Oil & Vitamin E Day & Night Cream - 50ml (PC9819)",Dermav10,No,"HS 3304.9900","EAN 5060337729819",Bulgaria,"in stock",1,https://store.shure-cosmetics.co.uk/dermav10-anti-ageing-45-retinol-almond-oil-vitamin-e-iq
SCS16598,"Dermav10 Anti-Ageing Collagen, Almond Oil & Vitamin E Day & Night Cream - 50ml (PC9802)",Dermav10,No,"HS 3304.9900","EAN 5060337729802",Bulgaria,"in stock",1.05,https://store.shure-cosmetics.co.uk/dermav10-anti-ageing-collagen-almond-oil-vitamin-e-hz
SCS16602,"Dermav10 Anti-Ageing Collagen Eye Cream - 15ml (PC7174)",Dermav10,No,"HS 3304.9900","EAN 5060337727174",Bulgaria,"out of stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-anti-ageing-collagen-eye-cream-15ml-pc7174
SCS16065,"Dermav10 Anti-Ageing Collagen Face Mask With Aloe Vera (PC8638), Dove A/3",Dermav10,No,"HS 3304.9900","EAN 5060337728638",China,"out of stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-anti-ageing-collagen-face-mask-with-aloe-vm
SCS17010,"Dermav10 Anti-Ageing Collagen, Wrinkle Filler - 15ml (PC9826)",Dermav10,No,"HS 3304.9900","EAN 5060337729826",Bulgaria,"in stock",1,https://store.shure-cosmetics.co.uk/dermav10-anti-ageing-collagen-wrinkle-filler-15ml-ko
SCS16077,"Dermav10 Bamboo Fibre Sheet Mask with Pomegranate Fruit Extract (PC0318), Dove.B/3",Dermav10,No,"HS 3304.9900","EAN 5056235400318",China,"in stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-bamboo-fibre-sheet-mask-with-pomegranate-un
SCS17773,"Dermav10 Cocoa Body Butter - 220ml (1895)",Dermav10,No,"HS 3304.9900","EAN 5060087361895",China,"out of stock",1.05,https://store.shure-cosmetics.co.uk/dermav10-cocoa-body-butter-220ml-1895
SCS17780,"Dermav10 Coconut Body Butter - 220ml (1000)",Dermav10,No,"HS 3304.9900","EAN 5060087361000",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/dermav10-coconut-body-butter-220ml-1000
SCS16067,"Dermav10 Deep Moisturising Honey & Almond Foot Pack (PC8560), Dove B/5",Dermav10,No,"HS 3304.9900","EAN 5060337728560",China,"out of stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-deep-moisturising-honey-almond-foot-pack-xm
SCS16068,"Dermav10 Deep Moisturising Tea Tree & Peppermint Foot Pack (PC8553), Dove A/5",Dermav10,No,"HS 3304.9900","EAN 5060337728553",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-deep-moisturising-tea-tree-peppermint-foot-bn
SCS17786,"Dermav10 Everything Peachy Booty Mask (PC0844), Dove.B/7",Dermav10,No,"HS 3304.9900","EAN 5056235400844",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-everything-peachy-booty-mask-pc0844
SCS16073,"Dermav10 Go Coconuts! Deep Moisturising Hand Pack (PC0752), Dove A/7",Dermav10,No,"HS 3304.9900","EAN 5056235400752",China,"in stock",0.85,https://store.shure-cosmetics.co.uk/dermav10-go-coconuts-deep-moisturising-hand-pack-mz
SCS16072,"Dermav10 Go Coconuts! Deep Moisturising Printed Pony Tail Mask (PC0769), Dove A/4",Dermav10,No,"HS 3304.9900","EAN 5056235400769",China,"in stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-go-coconuts-deep-moisturising-printed-pony-ji
SCS17787,"Dermav10 Green Tea Sheet Mask (PC1506), Dove A/12",Dermav10,No,"HS 3304.9900","EAN 5056235401506","South Korea","in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-green-tea-sheet-mask-pc1506
SCS17011,"Dermav10 Head Soothe Temple Balm - 3.6g (PC0607)",Dermav10,No,"HS 3304.9900","EAN 5060087360608",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-head-soothe-temple-balm-3-6g-pc0607
SCS16599,"Dermav10 Hydrating Glycerin & White Water Lily Extract Day Cream SPF15 - 50ml (PC9833) Dove.A/14",Dermav10,No,"HS 3304.9900","EAN 5060337729833",Bulgaria,"in stock",1,https://store.shure-cosmetics.co.uk/dermav10-hydrating-glycerin-white-water-lily-extract-za
SCS16063,"Dermav10 Hydrating Vitamin E Face Mask With Aloe Vera (PC8645), Dove.B/2",Dermav10,No,"HS 3304.9900","EAN 5060337728645",China,"in stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-hydrating-vitamin-e-face-mask-with-aloe-vera-us
SCS17784,"Dermav10 Lavender Gentle Warming Eye Mask (PC0868), Dove.B/9",Dermav10,No,"HS 3304.9900","EAN 5056235400868",China,"out of stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-lavender-gentle-warming-eye-mask-pc0868
SCS16070,"Dermav10 Pink Cactus Sheet Mask (PC9123) Dove A/1",Dermav10,No,"HS 3304.9900","EAN 5060337729123",China,"out of stock",0.9,https://store.shure-cosmetics.co.uk/dermav10-pink-cactus-sheet-mask-pc9123
SCS16074,"Dermav10 Relaxing Lavender Foot Pack (PC1193), Dove A/6",Dermav10,No,"HS 3304.9900","EAN 5056235401193",China,"out of stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-relaxing-lavender-foot-pack-pc1193
SCS16606,"Dermav10 Rescue Oil - 75ml (PC1857)",Dermav10,No,"HS 3304.9900","EAN 5060087361857","United Kingdom","out of stock",2.25,https://store.shure-cosmetics.co.uk/dermav10-rescue-oil-75ml-pc1857
SCS16604,"Dermav10 Sol Kiss 3 In 1 Self-Tan Mitt (PC7477) Dove.A/13",Dermav10,No,"HS 3304.9900","EAN 5060087367477",China,"out of stock",1,https://store.shure-cosmetics.co.uk/dermav10-sol-kiss-3-in-1-self-tan-mitt-pc7477
SCS17006,"Dermav10 Spot Zapper Patches - 24 Patches (PC0295)",Dermav10,No,"HS 3304.9900","EAN 5056235400295",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-spot-zapper-patches-24-patches-pc0295
SCS21376,"Dermav10 Tea Tree & Witch Hazel Blemish Stick - 6g (PC2138) Dove.B/1",Dermav10,No,"HS 3304.9900","EAN 5056235402138",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-tea-tree-witch-hazel-blemish-stick-6g-pc2138
SCS17778,"Dermav10 Triple Oil Nourishing Face Mask (PC1926), Dove.B/6",Dermav10,No,"HS 3304.9900","EAN 5056235401926",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-triple-oil-nourishing-face-mask-pc1926
SCS17776,"Dermav10 Triple Oil Nourishing Hand Pack (PC1933), Dove A/11",Dermav10,No,"HS 3304.9900","EAN 5056235401933",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-triple-oil-nourishing-hand-pack-pc1933
SCS17777,"Dermav10 Vanilla Body Butter - 220ml (7774)",Dermav10,No,"HS 3304.9900","EAN 5060087367774",China,"in stock",1.05,https://store.shure-cosmetics.co.uk/dermav10-vanilla-body-butter-220ml-7774
SCS17738,"Dermav10 You Are Flamazing Hair Sheet Mask with Marula Oil (PC7563), Dove B/4",Dermav10,No,"HS 3304.9900","EAN 5060337727563",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/dermav10-you-are-flamazing-hair-sheet-mask-with-mx
SCS23231,"Desert De Sahara (Mens 100ml EDP) RiiFFS (4784) RiiFFS/59",RiiFFS,No,"HS 3303.0010","EAN 6292257644784","United Arab Emirates","in stock",16.95,https://store.shure-cosmetics.co.uk/desert-de-sahara-mens-100ml-edp-riiffs-4784-riiffs-59
SCS24071,"Desert Flower Amber (Mens 30ml EDP) Giverny (2420) G/9",Giverny,No,"HS 3303.0010","EAN 5055116612420",India,"in stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-amber-mens-30ml-edp-giverny-2420-g-9
SCS24070,"Desert Flower Black (Mens 30ml EDP) Giverny (2611) G/8",Giverny,No,"HS 3303.0010","EAN 5055116612611",India,"in stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-black-mens-30ml-edp-giverny-2611-g-8
SCS24073,"Desert Flower Purple (Ladies 30ml EDP) Giverny (2451) G/5",Giverny,No,"HS 3303.0010","EAN 5055116612451",India,"out of stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-purple-ladies-30ml-edp-giverny-2451-g-5
SCS24075,"Desert Flower Red (Ladies 30ml EDP) Giverny (2468) G/4",Giverny,No,"HS 3303.0010","EAN 5055116612468",India,"out of stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-red-ladies-30ml-edp-giverny-2468-g-4
SCS24076,"Desert Flower Rose (Ladies 30ml EDP) Giverny (2437) G/10",Giverny,No,"HS 3303.0010","EAN 5055116612437",India,"in stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-rose-ladies-30ml-edp-giverny-2437-g-10
SCS24067,"Desert Flower White (Unisex 30ml EDP) Giverny (2482) G/2",Giverny,No,"HS 3303.0010","EAN 5055116612482",India,"out of stock",0.85,https://store.shure-cosmetics.co.uk/desert-flower-white-unisex-30ml-edp-giverny-2482-g-2
SCS22524,"Desirable Pink Bouquet (Ladies 100ml EDP) Omerta (7542) (FROM065) A/32",Omerta,No,"HS 3303.0040","EAN 8715658997542",China,"out of stock",3.25,https://store.shure-cosmetics.co.uk/desirable-pink-bouquet-ladies-100ml-edp-omerta-7542-oe
SCS47478,"Desire Perfumed Body Cream (50ml) Hamidi (1483)","Hamidi - Sterling",No,"HS 3401.3000",,"United Arab Emirates","in stock",2.5,https://store.shure-cosmetics.co.uk/desire-perfumed-body-cream-50ml-hamidi-1483
SCS21280,"Desire Pour Femme (Ladies 30ml EDP) Insignia (6993) ML.A/45",Insignia,No,"HS 3303.0010","EAN 5055116606993",India,"in stock",0.75,https://store.shure-cosmetics.co.uk/desire-pour-femme-ladies-30ml-edp-insignia-6993-ml-a-am
SCS23420,"Dettol Antibacterial Original Soap Twin Pack - 2 x 100g (WTS4876)",Dettol,No,"HS 3401.3000","EAN 5011417554876",Indonesia,"in stock",1.5,https://store.shure-cosmetics.co.uk/dettol-antibacterial-original-soap-twin-pack-2-x-100g-ab
SCS24190,"Dettol Liquid Antiseptic Disinfectant - 250ml",Dettol,No,"HS 3305.1000","UPC8 50158072","United Kingdom","out of stock",1.8,https://store.shure-cosmetics.co.uk/dettol-liquid-antiseptic-disinfectant-250ml
SCS08809,"Dettol Liquid Antiseptic Disinfectant - 500ml (WTS8089)",Dettol,No,"HS 3305.1000","UPC8 50158089","United Kingdom","in stock",3.25,https://store.shure-cosmetics.co.uk/dettol-liquid-antiseptic-disinfectant-500ml-wts8089
SCS08810,"Dettol Liquid Antiseptic Disinfectant - 750ml (WTS8225)",Dettol,No,"HS 3305.1000","UPC8 50158225","United Kingdom","in stock",4.95,https://store.shure-cosmetics.co.uk/dettol-liquid-antiseptic-disinfectant-750ml-wts8225
SCS22754,"Dettol Menthol & Eucalyptus Cool Soap Bar - 3x60g (5502)",Dettol,No,"HS 3401.3000","EAN 8993560025502",Indonesia,"in stock",0.95,https://store.shure-cosmetics.co.uk/dettol-menthol-eucalyptus-cool-soap-bar-3x60g-5502
SCS22755,"Dettol Original Antibacterial Soap Bar - 3x60g (5496)",Dettol,No,"HS 3401.3000","EAN 8993560025496",Indonesia,"in stock",0.95,https://store.shure-cosmetics.co.uk/dettol-original-antibacterial-soap-bar-3x60g-5496
SCS19641,"Devoted Passion (Ladies 35ml EDT) Lilyz (4319) (CZ9723-10)",Lilyz,No,"HS 3303.0010","EAN 5060616904319",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/devoted-passion-ladies-35ml-edt-lilyz-4319-cz9723-10
SCS20648,"Devotion (Ladies 100ml EDP) Dolce & Gabbana (3739)","Dolce & Gabbana",No,"HS 3303.0090","EAN 8057971183739",Italy,"in stock",65.5,https://store.shure-cosmetics.co.uk/devotion-ladies-100ml-edp-dolce-gabbana-3739
SCS20286,"Devotion (Ladies 30ml EDP) Dolce & Gabbana (3715)","Dolce & Gabbana",No,"HS 3303.0090","EAN 8057971183715",Italy,"in stock",39.95,https://store.shure-cosmetics.co.uk/devotion-ladies-30ml-edp-dolce-gabbana-3715
SCS00497,"Diable Bleu (Ladies 100ml EDP) Lamis (1366) L/4",Lamis,No,"HS 3303.0010","EAN 5414666001366",India,"in stock",3.1,https://store.shure-cosmetics.co.uk/diable-bleu-ladies-100ml-edp-lamis-1366-l-4
SCS00512,"Diable Bleu (Mens 100ml EDT) Lamis (1373) L/31a",Lamis,No,"HS 3303.0090","EAN 5414666001373",,"in stock",3.95,https://store.shure-cosmetics.co.uk/diable-bleu-mens-100ml-edt-lamis-1373-l-31a
SCS09648,"Diablo Pour Homme (Mens 100ml EDT) Fine Perfumery (0124) (FP6012) F/21","Fine Perfumery",No,"HS 3303.0010","EAN 5055170260124",China,"out of stock",1.6,https://store.shure-cosmetics.co.uk/diablo-pour-homme-mens-100ml-edt-fine-perfumery-0124-ab
SCS19817,"Diamond Dance (Ladies 100ml EDP) Fine Perfumery (0322) (FP6032)","Fine Perfumery",No,"HS 33030010","EAN 5055170260322",China,"in stock",1.6,https://store.shure-cosmetics.co.uk/diamond-dance-ladies-100ml-edp-fine-perfumery-0322-ee
SCS19664,"Diamond Femme (Ladies 35ml EDT) Lilyz (5477) (CZ9723-77)",Lilyz,No,"HS 3303.0010","EAN 5060616905477",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/diamond-femme-ladies-35ml-edt-lilyz-5477-cz9723-77
SCS19677,"Diamond (Ladies 35ml EDT) Lilyz (5323) (CZ9723-62)",Lilyz,No,"HS 3303.0010","EAN 5060616905323",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/diamond-ladies-35ml-edt-lilyz-5323-cz9723-62
SCS20694,"Diamond Oud (Unisex 100ml EDP) Attar&Co (AC7005) (0055) C/15",Attar&Co,No,"HS 3303.0010","EAN 5055170270055","United Kingdom","in stock",3.5,https://store.shure-cosmetics.co.uk/diamond-oud-unisex-100ml-edp-attar-co-ac7005-0055-c-jl
SCS21288,"Diamond Pour Femme (Ladies 30ml EDP) Insignia (6979) ML.A/44",Insignia,No,"HS 3303.0010","EAN 5055116606979",India,"in stock",0.75,https://store.shure-cosmetics.co.uk/diamond-pour-femme-ladies-30ml-edp-insignia-6979-ml-a-zl
SCS08149,"Diamond Solitaire (Ladies 100ml EDP) Fine Perfumery (FP9004) (0046) E/33","Fine Perfumery",No,"HS 3303.0010","EAN 5055170290046",China,"in stock",2.25,https://store.shure-cosmetics.co.uk/diamond-solitaire-ladies-100ml-edp-fine-perfumery-xq
SCS61972,"Diesel Bad (Mens 100ml EDT) Diesel (6053)",Diesel,No,"HS 33030090","EAN 3614273356053",France,"in stock",21.5,https://store.shure-cosmetics.co.uk/diesel-bad-mens-100ml-edt-diesel-6053
SCS61066,"Dirham Gold (Unisex 100ml EDP) Manasik (3097)",Manasik,No,"HS 33030010","EAN 8439627603097",India,"out of stock",1.95,https://store.shure-cosmetics.co.uk/dirham-gold-unisex-100ml-edp-manasik-3097
SCS19007,"Dirham Oud (Unisex 100ml EDP) Manasik (3110)",Manasik,No,"HS 3303.0010","EAN 8439627603110",India,"out of stock",1.95,https://store.shure-cosmetics.co.uk/dirham-oud-unisex-100ml-edp-manasik-3110-arab-e-25
SCS23255,"Disney Frozen Spray (Unisex 50ml EDT) (0641)",,No,"HS 3303.0010","EAN 7804915010641",,"out of stock",1.95,https://store.shure-cosmetics.co.uk/disney-frozen-spray-unisex-50ml-edt-0641
SCS22164,"Divine (Ladies 100ml EDP) Prime Collection (3514) ML.A/25","Prime Collection",No,"HS 3303.0010","EAN 3587925403514",India,"in stock",3.75,https://store.shure-cosmetics.co.uk/divine-ladies-100ml-edp-prime-collection-3514-ml-a-25
SCS23780,"Divine (Mens 100ml EDP) Maison De Milan (7802) K.D/6a","Maison De Milan",No,"HS 3303.0010","EAN 8439627627802","United Arab Emirates","in stock",5.95,https://store.shure-cosmetics.co.uk/divine-mens-100ml-edp-maison-de-milan-7802-k-d-6a
SCS61696,"DKNY Be Delicious Fresh Blossom (Ladies 100ml EDP) DKNY (2971)",DKNY,Yes,"HS 3303.00.10","UPC 022548172971",Switzerland,"in stock",23.5,https://store.shure-cosmetics.co.uk/dkny-be-delicious-fresh-blossom-womens-100ml-edp-dkny-jb
SCS23870,"DKNY Golden Delicious (Ladies 50ml EDP) DKNY (0123)",DKNY,No,"HS 3303.0090","UPC 085715950321",Italy,"in stock",15.95,https://store.shure-cosmetics.co.uk/dkny-golden-delicious-womens-50ml-edp-dkny-0123
SCS23764,"DKNY Men (Mens 100ml EDT) DKNY (0321)",DKNY,No,"HS 33030090","UPC 085715950321",Italy,"in stock",17.95,https://store.shure-cosmetics.co.uk/dkny-men-mens-100ml-edt-dkny-0321
SCS23871,"DKNY Nectar Love (Ladies 50ml EDP) DKNY (0239)",DKNY,No,"HS 3303.0090","UPC 085715950321",Italy,"in stock",21.5,https://store.shure-cosmetics.co.uk/dkny-nectar-love-womens-50ml-edp-dkny-0239
SCS24523,"DKNY Women Energizing Limited Edition (Ladies 100ml EDP) (0314)",DKNY,No,"HS 3303.0090","UPC 085715950314",Italy,"out of stock",17.95,https://store.shure-cosmetics.co.uk/dkny-women-energizing-limited-edition-ladies-100ml-lf
SCS23868,"DKNY Women Energizing  (Ladies 100ml EDT) DKNY (0284)",DKNY,No,"HS 3303.0090","UPC 085715950284",Italy,"in stock",24.95,https://store.shure-cosmetics.co.uk/dkny-women-energizing-white-edt-womens-100ml-edt-dkny-mx
SCS00452,"DNA (Ladies 55ml PDT) Milton Lloyd - ML.C/1","Milton Lloyd",No,"HS 3303.0010",,"United Kingdom","out of stock",2.7,https://store.shure-cosmetics.co.uk/dna-ladies-55ml-pdt-milton-lloyd-scs00452
SCS39892,"Dolby (Mens 100ml EDP) Chris Adams (Platinum Collection) (3242)","Chris Adams",No,"HS 33030010","EAN 6291100173242","United Arab Emirates","in stock",4.75,https://store.shure-cosmetics.co.uk/dolby-mens-100ml-edp-chris-adams-platinum-collection-lt
SCS55042,"Dolce & Gabbana The One (Mens 100ml EDT) Dolce & Gabbana (0509)","Dolce & Gabbana",No,"HS 33030090","EAN 8057971180509",Italy,"out of stock",46.95,https://store.shure-cosmetics.co.uk/dolce-gabbana-the-one-mens-100ml-edt-dolce-gabbana-0509
SCS21657,"Doll (Ladies 100ml EDP) Designer Collection - Sterling (0994) ML.A/19","Designer Collection - Sterling",No,"HS 3303.0010","EAN 6294015160994","United Arab Emirates","in stock",2.35,https://store.shure-cosmetics.co.uk/doll-ladies-100ml-edp-designer-collection-sterling-cj
SCS18565,"Dominant Pour Homme (Mens 100ml EDP) RiiFFS (4887) RiiFFS/20",RiiFFS,No,"HS 3303.0010","EAN 6291107454887","United Arab Emirates","in stock",8.5,https://store.shure-cosmetics.co.uk/dominant-pour-homme-mens-100ml-edp-riiffs-4887-riiffs-vq
SCS22924,"Dot (Ladies 100ml EDP) Marc Jacobs (0835)","Marc Jacobs",No,"HS 3303.0090","EAN 3616304940835",France,"in stock",29.95,https://store.shure-cosmetics.co.uk/dot-ladies-100ml-edp-marc-jacobs-0835
SCS22553,"Double Vanille (Ladies 35ml EDT) Lilyz (8492) (CZ9723-135)",Lilyz,No,"HS 3303.0010","EAN 5060616908492",China,"in stock",0.95,https://store.shure-cosmetics.co.uk/double-vanille-ladies-35ml-edt-lilyz-8492-cz9723-135
SCS61545,"Dove Advanced Care Passion Fruit & Lemongrass Scent 72h Anti-Perspirant Deodorant - 150ml (6pcs) (6549) (£1.75/each)",Dove,No,"HS 33072000",,"United Kingdom","in stock",10.5,https://store.shure-cosmetics.co.uk/dove-advanced-care-passion-fruit-lemongrass-scent-72h-anti-perspirant-deodorant---150ml-6pcs-6549-175each
SCS20465,"Dove Amplified Textures Super Slip Detangling Conditioner - 340ml (1345), Dove.B/12",Dove,No,"HS 3401.3000","UPC 079400471345",USA,"in stock",3.25,https://store.shure-cosmetics.co.uk/dove-amplified-textures-super-slip-detangling-ft
SCS23500,"Dove Awakening Ritual Hand Cream With Match Green Tea & Sakura Blossom - 75ml (6491) - Dove.B/23",Dove,No,"HS 34013000","EAN 8710522386491",Poland,"in stock",1.3,https://store.shure-cosmetics.co.uk/dove-awakening-ritual-hand-cream-with-match-green-tea-wy
SCS23551,"Dove Beauty Body Cream - 75ml (0094) - Dove.B/27",Dove,No,"HS 3401.3000","EAN 8886467020094","United Kingdom","in stock",0.85,https://store.shure-cosmetics.co.uk/dove-beauty-body-cream-75ml-0094
SCS13303,"Dove Beauty Finish Anti-Perspirant Roll On - 50ml (6pcs) (?1.25/each) (3618) B/3",Dove,No,"HS 3307.2000","UPC8 96007075","United Kingdom","out of stock",7.5,https://store.shure-cosmetics.co.uk/dove-beauty-finish-anti-perspirant-roll-on-50ml-6pcs-cl
SCS61951,"Dove Body Love Face & Body Beauty Cream - 250ml (9514)",Dove,Yes,"HS 33049900","EAN 8886467049514",India,"in stock",2.25,https://store.shure-cosmetics.co.uk/dove-body-love-face-body-beauty-cream---250ml-9514
SCS61903,"Dove Body Love Intense Care Panthenol Body Lotion - 250ml (6pcs) (£2.06/each) (6094)",Dove,Yes,"HS 34013000",,Germany,"in stock",12.4,https://store.shure-cosmetics.co.uk/dove-body-love-intense-care-panthenol-body-lotion---250ml-6pcs-206each-7258
SCS61902,"Dove Body Love Restoring Care Body Lotion - 250ml (6pcs) (£2.06/each) (3011)",Dove,Yes,"HS 34013000",,Germany,"in stock",12.4,https://store.shure-cosmetics.co.uk/dove-body-love-restoring-care-body-lotion---250ml-6pcs-206each-8322
SCS18398,"Dove Body Love Restoring Care Body Lotion - 400ml (WTS8230), Dove.A/22",Dove,No,"HS 3401.3000","EAN 8710908778230",Germany,"in stock",3.1,https://store.shure-cosmetics.co.uk/dove-body-love-restoring-care-body-lotion-400ml-id
SCS23517,"Dove Calming Pistachio Cream & Magnolia Shower Gel - 250ml (6pcs) (?1.38/each) (5256)",Dove,No,"HS 3305.1000","EAN 8712561645256","United Kingdom","out of stock",8.25,https://store.shure-cosmetics.co.uk/dove-calming-pistachio-cream-magnolia-shower-gel-wj
SCS23531,"Dove Calming Shea Butter & Vanilla Caring Bath - 450ml (2233) (6pcs - ?2.31/each) Dove.A/15a",Dove,No,"HS 3305.1000","EAN 8717163762233",Germany,"in stock",15,https://store.shure-cosmetics.co.uk/dove-calming-shea-butter-vanilla-caring-bath-450ml-cp
SCS24193,"Dove Care and Protect Deep Cleansing Liquid Hand Wash Refill Pack - 500ml (PC4242)",Dove,No,"HS 3401.1190","EAN 8720181054242",Germany,"out of stock",1.4,https://store.shure-cosmetics.co.uk/dove-care-and-protect-deep-cleansing-liquid-hand-wash-rk
SCS24186,"Dove Care By Nature Glowing Lotus Flower Extract And Rice Water Shower Gel - 225ml (6pcs) (?1.47/each) (2412) Dove.B/16a",Dove,No,"HS 3307.3090","EAN 8720181222412","United Kingdom","out of stock",8.85,https://store.shure-cosmetics.co.uk/dove-care-by-nature-glowing-lotus-flower-extract-and-nu
SCS19163,"Dove Care By Nature Revitalising with Goji Berries & Camelia Oil Shower Gel - 225ml (6pcs) (?1.25/each) (WTS4157), Dove.C/9",Dove,No,"HS 3305.1000","EAN 8720180000000","United Kingdom","out of stock",7.5,https://store.shure-cosmetics.co.uk/dove-care-by-nature-revitalising-with-goji-berries-vf
SCS16521,"Dove Care By Nature Uplifting Mango & Almond Shower Gel - 225ml (6pcs) (?1.20/each) (2702) B/16",Dove,No,"HS 3305.1000","EAN 8720181222702","United Kingdom","out of stock",7.2,https://store.shure-cosmetics.co.uk/dove-care-by-nature-uplifting-mango-almond-shower-gel-uf
SCS17755,"Dove Caring Original Liquid Hand Wash Refill Pack - 500ml (PC9004), Dove E/1",Dove,No,"HS 3305.1000","EAN 4000388179004",Poland,"out of stock",1.5,https://store.shure-cosmetics.co.uk/dove-caring-original-liquid-hand-wash-refill-pack-fd
SCS18063,"Dove Classic 48h Anti-Perspirant Deodorant - 150ml (6pcs) (WTS4426) (?1.75/each), Dove.D/14",Dove,No,"HS 3307.2000","EAN 8720180000000","United Kingdom","in stock",10.5,https://store.shure-cosmetics.co.uk/dove-classic-48h-anti-perspirant-deodorant-150ml-6pcs-xn
SCS22729,"Dove Classic 48H Roll On - 50ml (6pcs) (?1.31/each) (2202) Dove.D/12",Dove,No,"HS 3307.2000","UPC8 59095361","United Kingdom","in stock",7.9,https://store.shure-cosmetics.co.uk/dove-classic-48h-roll-on-50ml-6pcs-ps1-25-each-2202
SCS61905,"Dove Creamy Indulge 0% Sulfate Body Wash - 450ml (8407)",Dove,Yes,"HS 33051000","EAN 8720181608407",Germany,"in stock",2.5,https://store.shure-cosmetics.co.uk/dove-creamy-indulge-0-sulfate-body-wash---450ml-8407
SCS18543,"Dove Crushed Macadamia & Rice Milk Scent Exfoliating Body Scrub - 225ml (7054), Dove.B/28",Dove,No,"HS 3401.3000","EAN 8710447217054",Slovakia,"in stock",4.35,https://store.shure-cosmetics.co.uk/dove-crushed-macadamia-rice-milk-scent-exfoliating-qh
SCS23516,"Dove Daily Moisture Shampoo - 250ml (1660) - Dove.B/12",Dove,No,"HS 3305.1000","EAN 8718114561660",Poland,"in stock",1.75,https://store.shure-cosmetics.co.uk/dove-daily-moisture-shampoo-250ml-1660
SCS20462,"Dove Derma Series Protecting SPF30 Face Cream - 50ml (8053), Dove.C/6",Dove,No,"HS 3401.3000","EAN 8720182178053",Italy,"in stock",2.25,https://store.shure-cosmetics.co.uk/dove-derma-series-protecting-spf30-face-cream-50ml-mq
SCS20458,"Dove Derma Series Restoring Overnight Face Cream - 50ml (7971) Dove.B/16",Dove,No,"HS 3401.3000","EAN 8720182177971",Italy,"out of stock",2.25,https://store.shure-cosmetics.co.uk/dove-derma-series-restoring-overnight-face-cream-50ml-rb
SCS20468,"Dove Derma Series Soothing Itch Relief Cream - 300ml (8015), Dove.C/7",Dove,No,"HS 3401.3000","EAN 8720182178015",Italy,"out of stock",3.25,https://store.shure-cosmetics.co.uk/dove-derma-series-soothing-itch-relief-cream-300ml-ol
SCS18383,"Dove Derma Spa Summer Revived Fair to Medium Gradual Self-Tan Body Mousse - 150ml (2769), Dove.A/15",Dove,No,"HS 3304.9930","EAN 8710847962769","United Kingdom","in stock",2.85,https://store.shure-cosmetics.co.uk/dove-derma-spa-summer-revived-fair-to-medium-gradual-lr
SCS61741,"Dove Essential Care Body Lotion - 250ml (6pcs) (£2.04/each) (3209) Dove.C/14",Dove,No,"HS 3304.9990","EAN 4000388563209",Gremany,"out of stock",12.25,https://store.shure-cosmetics.co.uk/dove-essential-care-body-lotion-250ml-6pcs-ps1-92-ok
