ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN
B003545AJE,"Royal Canin Dry Dog Food, Yorkshire Terrier 28 Formula, 2.5-Pound Bag",ROYAL CANIN,https://www.amazon.co.uk/dp/B003545AJE,Pet Supplies,OK,22.49,23.90,6.0%,16876,76558,18,0,2,0,N,3.13,4.23,7.36,14.62,0.52,3.5%,12.61,21.97,0%,S.A.M shop (60%) / A3PI5NR8F9SCSA,no,4.7,3369,11,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0030111451422,030111451422,00030111451422
B08MQHHW69,"Silver Engraved Adult Cremation Urn for Human Ashes - Handcrafted Funeral Memorial Large Burial Urn (7.5"" x 7.5"" x 9.5""- 200lbs or 91kg, Cloud Blue) - Bag Included",Hind Handicrafts,https://www.amazon.co.uk/dp/B08MQHHW69,Pet Supplies,OK,57.37,57.37,0.0%,18391,45211,27,0,2,0,N,3.35,9.61,12.96,37.29,7.12,19.1%,37.01,50.25,0%,Hind-Handicrafts (87%) / A11077UJWT4N7V,yes,4.9,131,5,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B08Y64DSVJ,Provita Lamb Colostrum Concentrate 500g Lambing Sheep,Provita,https://www.amazon.co.uk/dp/B08Y64DSVJ,Pet Supplies,OK,39.69,39.53,0.0%,18399,61672,20,0,4,0,N,3.04,6.87,9.91,25.80,3.98,15.4%,24.81,35.71,0%,Agristop (67%) / A1BHSCTVSXTUC7,no,5.0,4,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5055331600394,,
B0CCPLGW7H,"Dorwest Herbs BrainCopa Tablets for Dogs and Cats 200 Tablets - Helps naturally maintain brain health and mental agility, for older pets",DORWEST HERBS,https://www.amazon.co.uk/dp/B0CCPLGW7H,Pet Supplies,OK,35.90,35.87,0.0%,18403,25896,37,0,2,0,Y,2.94,6.29,9.23,23.34,3.33,14.3%,22.22,32.57,99%,Amazon,yes,4.2,19,4,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,5060183511545,,
B08BJTL1SL,"Good Boy - Chicken Wrapped Chewy Bones - Dog Treats - Made With Natural Chicken - Pack of 2 - Highly Digestible Rawhide Free Dog Treats - Case of 8, 180 g",Good Boy,https://www.amazon.co.uk/dp/B08BJTL1SL,Pet Supplies,OK,32.95,36.40,9.0%,14443,18437,35,0,3,0,Y,3.61,5.84,9.45,21.42,2.09,9.7%,19.59,30.86,56%,Amazon,yes,4.5,91,2,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5000239057870,,05000239557875
B00BXMKPYA,Pancreatic Digestive Enzyme Capsules for Dogs & Cats - Amylase and Lipase Health Supplement for Dog & Cat | 100 Capsules,Chemeyes Pet Health Solutions,https://www.amazon.co.uk/dp/B00BXMKPYA,Pet Supplies,OK,40.00,41.14,3.0%,18414,11370,70,0,3,0,N,2.07,6.92,8.99,26.00,5.01,19.3%,25.84,34.99,0%,Chemeyes Pet Health Solutions (95%) / A1,yes,4.3,163,5,N,4,AVERAGE,Y,-,MAYBE-ROI,,KEEPA,0634145839623,634145839623,
B0BKKJDJQ1,Plastic Aquarium Betta Fish Tank: Large Clear Goldfish Bowl - Tank Vase Pot Clear Bubble Planter with Break Resistant for Home décor Wedding Event Party 8.67 x 6.89 Inches,POPETPOP,https://www.amazon.co.uk/dp/B0BKKJDJQ1,Pet Supplies,OK,19.69,28.37,31.0%,15418,50018,15,0,2,0,N,3.49,3.79,7.28,12.80,-0.38,-3.0%,10.35,20.07,0%,Riser Treasure (94%) / APX67FOK3CAEQ,yes,4.6,52,8,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK; PRICE DRIFT,KEEPA,,,
B095C2ZBHN,Hills Prescription Diet Canine Allergies or Intolerances Food for Dogs Hypoallergenic Biscuits 3 x 220 g,Enriched,https://www.amazon.co.uk/dp/B095C2ZBHN,Pet Supplies,OK,21.67,21.20,-2.0%,18451,20583,53,0,6,0,N,3.05,4.10,7.15,14.09,0.44,3.1%,12.10,21.23,0%,Hometown Shop (69%) / ARIY2IMZXWOKI,no,4.4,34,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5051199015462,,
B06XGYMJPN,12 x 75g Canagan Ocean Tuna with Salmon Grain-Free Cat Food,Canagan,https://www.amazon.co.uk/dp/B06XGYMJPN,Pet Supplies,OK,26.14,26.60,2.0%,20964,31592,30,0,3,0,N,2.72,4.78,7.50,16.99,1.65,9.7%,15.53,24.49,0%,Hometown Shop (69%) / ARIY2IMZXWOKI,no,4.0,10,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5029040012687,,
B0CKSDWR6F,"Wall Mounted Cat Hammock With 3 Steps, Shelves and Perches, Plush Covered Furniture, Climbing Shelf, Scratching Post for Sleeping and Playing",Latawon,https://www.amazon.co.uk/dp/B0CKSDWR6F,Pet Supplies,OK,30.99,30.99,0.0%,18460,27185,32,0,2,0,N,3.34,5.53,8.87,20.14,1.97,9.8%,18.43,29.02,0%,AMZ-SUOWB (100%) / A10T91S5U6FUKO,yes,4.3,83,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,6976378633338,,
B07VQ8GW1X,"PARROT ESSENTIALS Sanded Nail Arch Swing Perch with Cotton Rope - Large Parrot Toy Nest Swing for Nail Trimming - Wooden Bird Perch for African Grey, Amazon, Cockatoo - Pet Swing for Birdcage",Parrot Essentials,https://www.amazon.co.uk/dp/B07VQ8GW1X,Pet Supplies,OK,22.99,24.76,7.0%,20459,19992,14,0,2,0,N,3.04,4.30,7.34,14.94,0.71,4.7%,13.04,22.28,0%,Parrot Essentials (100%) / A26AQV356I1LW,yes,4.1,291,5,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060717140067,,
B08DXY6FZT,Cute Banana Cat House - Indoor Soft Warm Cuddle Bed for Dogs and Cats - Cozy Sleeping Kitty Nest With Removable Cushion - Washable Pet Cave for Small Dogs,ITODA,https://www.amazon.co.uk/dp/B08DXY6FZT,Pet Supplies,OK,21.99,21.52,-2.0%,48414,48742,11,0,2,0,N,3.71,4.15,7.86,14.29,-0.16,-1.1%,11.78,22.15,0%,ITODAUK (99%) / A2LRN6KB83X49I,yes,4.0,21,8,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B07W81BR9L,Equine America Buteless Original Super Strength Powder| Premium Ready To Use Horse & Pony Supplement | Support For Joints & Mobility | 1.5kg,Equine America UK,https://www.amazon.co.uk/dp/B07W81BR9L,Pet Supplies,OK,57.39,57.57,0.0%,26249,32220,22,0,5,0,N,3.48,9.61,13.09,37.30,7.00,18.8%,36.92,50.39,0%,Just Horse Riders (95%) / A1WK58OVOUW5JD,no,5.0,12,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,5060343794535,,05060343794535
B0FMYQYD74,Whiskas Adult Cat Milk Bottles Low Lactose Cat Treat No Preservatives 30 x 200ml,whiskas,https://www.amazon.co.uk/dp/B0FMYQYD74,Pet Supplies,OK,39.99,39.69,-1.0%,27575,36336,38,0,2,0,N,0.00,6.93,6.93,25.99,7.07,27.2%,27.55,32.92,0%,Trustu (90%) / A2ZDKKDTBET090,no,5.0,4,8,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,4070471001260,,
B08FNMKNRJ,"Furhaven Large Dog Bed Trail Pup Travel Pillow Mat w/Stuff Sack, Washable - Paprika/Camo-Paw, Large",FurHaven,https://www.amazon.co.uk/dp/B08FNMKNRJ,Pet Supplies,OK,26.82,26.71,0.0%,30345,37944,18,0,2,0,Y,3.49,4.90,8.39,17.43,1.00,5.7%,15.36,25.82,100%,Amazon,yes,4.4,1558,11,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0842229121803,842229121803,
B09DY5NQXL,"Majestic Ally Pack of 2 Solid Cotton Lead Rope for Horses & Livestock – 10 Foot Long and 5/8 inch (16MM) Thick - Replaceable Heavy-Duty Satin Bolt Snap – Handmade – Soft, Broken in Feel (Lilac)",Majestic Ally,https://www.amazon.co.uk/dp/B09DY5NQXL,Pet Supplies,OK,23.95,23.95,0.0%,23388,29128,5,0,2,0,N,3.04,4.44,7.48,15.57,0.90,5.8%,13.72,23.05,0%,MARYNIL (67%) / A2U3NFK3VMO93B,yes,4.3,386,3,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0850024467750,850024467750,
B005IW1GOY,"Dr. Mercola, Complete Probiotics for Pets, 90 g",Dr. Mercola,https://www.amazon.co.uk/dp/B005IW1GOY,Pet Supplies,OK,33.33,33.29,0.0%,18526,20911,54,0,3,0,N,3.00,5.89,8.89,21.66,2.77,12.8%,20.36,30.56,0%,TouchPointCo. (100%) / A3IO9C06BB8OYX,yes,4.4,2140,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,0813006010313,813006010313,
B00M1MVS60,"Whimzees Natural Dental Dog Treats Alligator Large, 1 x 30",WHIMZEES,https://www.amazon.co.uk/dp/B00M1MVS60,Pet Supplies,OK,36.84,37.50,2.0%,18538,24412,30,0,6,0,N,3.73,6.44,10.17,23.95,2.72,11.4%,22.22,34.12,0%,Toy and Gift Shop (73%) / A10NUX8SYO930S,no,4.4,154,5,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"8718627750292, 8718627753132",,
B0FZ7XJTL7,"Yaheetech Cat Wall Furniture Set, 4 in 1 Wall-Mounted Cat Shelves with Cats Scratching Posts and Perches, Condos House, Baskets, Cat Tree for Indoor Kittens, Cat Climbing Frame Set, Dark Gray",Yaheetech,https://www.amazon.co.uk/dp/B0FZ7XJTL7,Pet Supplies,HEAVY,45.99,44.04,-4.0%,21140,33381,32,0,2,0,Y,5.70,7.85,13.55,29.89,2.55,8.5%,27.03,43.44,29%,Yaheetech UK (89%) / A1G7SAFZ32IVOE,no,4.9,19,9,Y,5,STRONG,Y,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,,,
B003TL3VNA,Tetra IN600 Plus Aquarium Internal Filter for 50 - 100L Aquariums,Tetra,https://www.amazon.co.uk/dp/B003TL3VNA,Pet Supplies,OK,23.49,23.49,0.0%,18574,28004,34,0,7,0,Y,3.04,4.37,7.41,15.27,0.81,5.3%,13.40,22.68,94%,Amazon,yes,4.1,257,4,N,3,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,"4004218607613, 4004218607651",,04004218607613
B00L3O2X4S,Hills Prescription Diet K-D Feline Beef Pouch 12x85gram,Hill's,https://www.amazon.co.uk/dp/B00L3O2X4S,Pet Supplies,OK,21.58,21.08,-2.0%,20779,36438,29,0,4,0,N,3.13,4.08,7.21,14.03,0.34,2.4%,11.97,21.24,16%,Wholesale Ways (66%) / AIKRHLG63JPX8,no,4.1,72,3,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,0052742274102,052742274102,00052742274102
B0CQMGT1CM,"FISCAPE 4 Natural Aquarium Rocks 5.5 to 15.5cm Perfect Rocks for Aquariums, Landscaping Model,Tank Decoration, Amphibian Enclosures-Dragon Stones",FISCAPE,https://www.amazon.co.uk/dp/B0CQMGT1CM,Pet Supplies,OK,51.64,51.14,-1.0%,27026,28987,15,0,5,0,N,3.15,8.73,11.88,33.57,6.20,18.5%,33.14,45.44,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.4,546,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0768490553412,768490553412,
B00BCYWUPG,"NAF Mare, Foal & Youngstock 1.8kg – Horse Supplement for Breeding, Pregnancy & Growth – Rich in Vitamins, Minerals & Amino Acids – Supports Bone, Muscle & Immune Development",NAF,https://www.amazon.co.uk/dp/B00BCYWUPG,Pet Supplies,OK,25.20,25.20,0.0%,24976,29483,14,0,9,0,Y,3.49,4.64,8.13,16.38,0.69,4.2%,14.23,24.51,100%,Amazon,yes,4.6,26,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,"5032410118919, 5032410137002, 5053368457998",,
B007UMTWAK,"Arcadia FD339T5 T5 D3 Reptile Lamp, 39 Watt, 34-inch",Arcadia,https://www.amazon.co.uk/dp/B007UMTWAK,Pet Supplies,OK,24.60,24.68,0.0%,18610,24040,34,0,5,0,N,4.35,4.55,8.90,15.99,-0.29,-1.8%,13.08,24.89,0%,aquacadabra (93%) / A1PH60OYR84OEQ,no,4.4,134,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0844046006509,844046006509,00844046006509
B08KHPN4V4,"Interpet Aqua Cube Glass Fish Tank Aquarium with Integrated LED Lighting and Easy Care Filter, 28L, Clear/White",Interpet,https://www.amazon.co.uk/dp/B08KHPN4V4,Pet Supplies,HEAVY,69.99,71.46,2.0%,18622,27342,82,0,4,0,Y,5.70,11.55,17.25,45.49,7.24,15.9%,43.95,62.75,56%,Amazon,yes,4.2,307,5,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,0755349516056,755349516056,00755349516056
B08CQ6KVV9,"Mammoth Pet Products TireBiterII Bone with Extra Cotton-Poly Rope â€“ Natural Rubber Dog Toys for Extreme Chewers â€“ Aggressive Chewer Toys for Dogs - Large 15â€, Black (35023F)",Mammoth Pet Products,https://www.amazon.co.uk/dp/B08CQ6KVV9,Pet Supplies,OK,21.22,21.22,0.0%,21129,33106,21,0,2,0,N,3.26,4.03,7.29,13.79,0.14,1.0%,11.61,21.08,0%,-,no,4.1,33,5,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK; PRICE DRIFT,KEEPA,0746772350232,746772350232,
B08NPY6FCX,Vitalis Platinum Marine Pellets XS (1mm) 260g Fish Food,Vitalis Aquatic Nutrition,https://www.amazon.co.uk/dp/B08NPY6FCX,Pet Supplies,OK,22.49,22.49,0.0%,18653,23114,21,0,2,0,N,2.95,4.22,7.17,14.62,0.70,4.8%,12.77,21.79,0%,aquacadabra (93%) / A1PH60OYR84OEQ,yes,4.7,72,3,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060139358026,,
B00UI4ESWY,"NAF Love the Skin He’s In D-Itch Supplement 780g – Seasonal Skin Support for Horses – With Herbs, Antioxidants & MSM – Aids Itchy Skin & Immune Response",NAF,https://www.amazon.co.uk/dp/B00UI4ESWY,Pet Supplies,OK,34.20,34.36,0.0%,20949,31061,25,0,10,0,Y,3.26,6.03,9.29,22.23,2.68,12.1%,20.76,31.52,74%,Oakfield (95%) / A3H0CXL7ZBNE58,no,4.3,20,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,"5032410018561, 5032410136159",,05032410018561
B00P97598W,Canagan Scottish Salmon for Dogs 2Kg,Canagan,https://www.amazon.co.uk/dp/B00P97598W,Pet Supplies,OK,25.48,27.47,7.0%,17280,32886,37,0,5,0,N,3.70,4.68,8.38,16.56,0.54,3.2%,14.25,24.94,0%,Hometown Shop (69%) / ARIY2IMZXWOKI,no,3.8,99,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5029040011130,,05029040011130
B08CD457DJ,Hill Science Plan Adult Light Chicken 3kg Dry Food Complete Balance Nutrition Less Active Cats with Nutrients & Reduce Calorie Content with L-carnitine & Taurine,Hill,https://www.amazon.co.uk/dp/B08CD457DJ,Pet Supplies,OK,24.66,28.88,15.0%,18726,28523,39,0,12,0,N,5.84,4.56,10.40,16.03,-1.77,-11.0%,11.89,26.43,0%,Britain's Hub (63%) / A173YYKDPXA5WL,no,4.3,22,3,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,7427132108801,,
B0CSB3D38F,"HS Petcare Organic Tofu Cat Litter Original Scent, Ultra clumping, Great odour control, Flushable reduce waste, Long lasting Dust free (Pack of 3 (21L), Original)",HS Petcare,https://www.amazon.co.uk/dp/B0CSB3D38F,Pet Supplies,OK,31.99,31.99,0.0%,14668,20319,14,0,3,0,N,3.49,5.69,9.18,20.79,2.02,9.7%,19.01,29.97,0%,PYoung UK (0%) / A1RM1Y3H6DFBU7,no,3.9,113,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,7426875080849,,
B00FNN6RQ0,Canagan Small Breed..Game (2kg),Our Pet Village,https://www.amazon.co.uk/dp/B00FNN6RQ0,Pet Supplies,OK,29.91,29.04,-3.0%,18766,30299,40,0,4,0,N,3.70,5.37,9.07,19.44,1.40,7.2%,17.37,28.51,0%,Big Box Savings (54%) / A19HOL2F5X11W6,no,4.7,50,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5029040011550,,05029040011550
B0GDR787TY,"EDAGNY Stylish Cat Window Perch Foldable with Removable Reversible Cover for Sunbathing and Viewing - Cat Window Hammock Bed Sturdy up to 18kg (Pink, L)",EDAGNY,https://www.amazon.co.uk/dp/B0GDR787TY,Pet Supplies,OK,35.99,35.99,0.0%,20029,12340,6,0,2,0,N,3.48,6.31,9.79,23.39,2.81,12.0%,21.84,33.18,0%,-,no,4.7,321,7,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK; PRICE DRIFT,KEEPA,,,
B083361K7C,Specific Food Allergen Management CDD-HY - 7kg,Specific,https://www.amazon.co.uk/dp/B083361K7C,Pet Supplies,HEAVY,69.99,64.47,-9.0%,18780,36651,34,0,4,0,N,6.04,11.55,17.59,45.49,6.90,15.2%,43.66,63.09,0%,Pet Drugs Online (96%) / A32HMNP2U03655,no,4.7,29,5,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,5701170110333,,05701170110333
B0D9WHVHD7,"BabieDtOyG Dog scent training kit,Dog Brain Games, Hide and Seek Dog Toys, Dog Games - Fun Nose Work for Dogs, Sniff and Seek Dog Sniffing Toys , Dog Nosework Kit, Scent Work Kit for All Ages Dog",BabieDtOyG,https://www.amazon.co.uk/dp/B0D9WHVHD7,Pet Supplies,OK,34.52,32.80,-5.0%,18798,30729,51,0,11,0,N,2.94,6.08,9.02,22.44,3.06,13.7%,21.25,31.46,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.4,137,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,
B089L6BNMK,Arcadia 584507 Pro T5 UVB Kit 24 W with 14% Dragon Tube 57.5 x 6 x 4.5 cm,Arcadia,https://www.amazon.co.uk/dp/B089L6BNMK,Pet Supplies,OK,53.52,53.94,1.0%,18803,29626,43,0,6,0,N,4.35,9.01,13.36,34.79,5.37,15.4%,33.47,48.15,0%,Swell UK Ltd (83%) / A26OWSNZ5YFB0H,no,4.6,64,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,0844046000477,844046000477,
B00J9T2U1K,"Dodson & Horrell Suregrow Horse Feed, 20 kg",Dodson & Horrell,https://www.amazon.co.uk/dp/B00J9T2U1K,Pet Supplies,HEAVY,34.13,32.69,-4.0%,18813,43368,30,0,4,0,N,10.04,6.02,16.06,22.18,-4.11,-18.5%,15.06,38.24,0%,PetsApply (97%) / A1KM72FJ6L90IP,no,4.5,27,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,5029164001093,,05029164001093
B0FBVN6VT3,TSPRO Hands Free Dog Leash Adjustable Walking Running Dog Leash with Control Safety Padded Handle and Heavy Duty Clasp for Medium Large Dogs (Silver 25),TSPRO,https://www.amazon.co.uk/dp/B0FBVN6VT3,Pet Supplies,OK,28.97,27.58,-5.0%,10414,23444,13,0,2,0,N,2.94,5.22,8.16,18.83,1.98,10.5%,17.34,26.99,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.4,1177,6,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,
B081QZJ43K,"Halti Headcollar Size 4, Black & Halti Training Leash Size Large, Black Combination Pack - Stop Your Dog Pulling on the Leash. Adjustable, Lightweight with Padded Nose Band. Suitable for Large Dogs",Halti,https://www.amazon.co.uk/dp/B081QZJ43K,Pet Supplies,OK,24.55,24.86,1.0%,18836,22862,24,0,2,0,Y,3.04,4.54,7.58,15.96,1.02,6.4%,14.14,23.53,100%,Amazon,yes,4.3,1652,9,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0886284143226,886284143226,00886284143226
B01N63EYBL,Lubrithal Eye Gel x 2,FOXCUP,https://www.amazon.co.uk/dp/B01N63EYBL,Pet Supplies,OK,39.29,38.05,-3.0%,18845,23352,45,0,6,0,N,2.72,6.81,9.53,25.54,4.22,16.5%,24.80,35.07,0%,Black Cat Medicines (94%) / A17IOLQ20XBD,no,4.7,198,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,7426774090161,,
B0D6QM7FB1,"Kincade Classic 3 Point Breastplate with Running Martingale, Black, Full",Kincade,https://www.amazon.co.uk/dp/B0D6QM7FB1,Pet Supplies,OK,29.99,30.18,1.0%,18861,30920,19,0,6,0,N,3.49,5.38,8.87,19.49,1.62,8.3%,17.60,28.37,0%,Tack & Carry Saddlery (62%) / A2SLFA7MTC,no,4.3,20,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,9355776241173,,09355776241173
B0DBPWXHZG,"Harris Tweed Dog Harness - Genuine Scottish Wool - Adjustable & Breathable Tartan Harness - Stylish & Lightweight Pet Accessory for Small, Medium & Large Dogs",BRAW CLANS TARTANS,https://www.amazon.co.uk/dp/B0DBPWXHZG,Pet Supplies,OK,29.28,29.24,0.0%,57292,90518,2,0,2,0,N,2.72,5.27,7.99,19.03,2.26,11.9%,17.74,27.02,0%,The Present Shop (94%) / A1M6109IZXIPUR,no,5.0,2,4,N,3,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5056768029468,,
B00VV99GZY,"LeMieux Soft Shell Overreach Horse Boots - Over Reach or Bell Boots for Horses - Protective Gear and Training Equipment - Equine Boots, Wraps & Accessories (Black/Large)",LeMieux,https://www.amazon.co.uk/dp/B00VV99GZY,Pet Supplies,OK,23.70,24.20,2.0%,18885,18994,19,0,4,0,N,3.48,4.41,7.89,15.40,0.40,2.6%,13.17,23.30,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,4.4,62,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,"5027286120340, 5060204790294",,05060204790294
B0DNRN7427,"Riverstcat Cat house,foldable modern cat cube bed with fluffy ball and scratching board, Multifunctional comfortable large dark grey cat cave & hideaway for indoor cats,16x16x13.5 Inches",Riverstcat,https://www.amazon.co.uk/dp/B0DNRN7427,Pet Supplies,OK,25.80,27.23,5.0%,20737,16391,46,0,3,0,N,4.37,4.73,9.10,16.77,-0.07,-0.4%,13.91,25.87,0%,Gudingdang (83%) / A3PT2SQ52VNF2D,no,4.5,52,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,
B01MDUAT4U,"PAWISE Pee Pad Holder - Puppy Training Pads, Dog Pad Holder, Pee Pad Tray for Training Pads,Puppy Pad Holder(60 x 60CM)",PAWISE,https://www.amazon.co.uk/dp/B01MDUAT4U,Pet Supplies,OK,29.99,28.89,-4.0%,18901,17468,50,0,2,0,Y,11.16,5.38,16.54,19.49,-6.05,-31.0%,11.21,36.04,6%,ALL FOR PAWS - EU (93%) / A22FOQZ73EK2I5,yes,4.1,1680,8,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,8886467514470,,08886467514470
B07XZJBC5K,RSPCA Wee Away Pet Friendly Stain and Odour remover 2 x 5L bottles,RSPCA,https://www.amazon.co.uk/dp/B07XZJBC5K,Pet Supplies,OK,28.99,28.99,0.0%,27041,24347,20,0,2,0,N,0.00,5.23,5.23,18.84,4.92,26.1%,19.80,24.07,0%,Assured Products Limited (83%) / A3W3OZU,no,4.5,140,2,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060230111292,,
B0B6WM4W5T,"SKIPPER'S Wolf Fish Skin Sticks - Healthy & Long Lasting Natural Dog Dental Chews (1kg), High in Protein with Essential Omega 3 Oils, Great for Teeth | Handmade & Gently Air Dried Dog Treats",SKIPPER'S,https://www.amazon.co.uk/dp/B0B6WM4W5T,Pet Supplies,OK,55.99,57.10,2.0%,14544,18054,10,0,2,0,N,3.05,9.39,12.44,36.39,7.15,19.7%,36.29,48.84,0%,Skipper's Pet Products (98%) / A3JT57H1J,no,4.2,226,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,7426754254545,,
B001VMSK0I,"Fluval E Advanced Electronic Heater, 300 W",Fluval,https://www.amazon.co.uk/dp/B001VMSK0I,Pet Supplies,OK,44.60,49.68,10.0%,14681,16230,56,0,12,0,N,3.71,7.63,11.34,28.99,4.27,14.7%,27.71,40.33,0%,CDL Aquatics (97%) / A29M6OM5UC1GV5,no,3.9,3609,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,"0015561014168, 0015561107747","015561014168, 015561107747",00015561107747
B077GVCBP2,"Whiskas Wet Pouches, Fish and Meaty Selection in Jelly, Suitable for Senior Cats Aged 7+, MegaPack (120 x 100 g)",whiskas,https://www.amazon.co.uk/dp/B077GVCBP2,Pet Supplies,HEAVY,52.75,53.66,2.0%,20897,29563,40,0,3,0,N,6.45,8.89,15.34,34.29,3.12,9.1%,31.17,49.63,0%,Um trader (52%) / A2T3AGL48I1L6K,no,4.7,4938,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,5900951269721,,05900951269721
B06WGWTQJG,Purina ONE Indoor Dry Cat Food Turkey & Wholegrain 3kg,PURINA ONE,https://www.amazon.co.uk/dp/B06WGWTQJG,Pet Supplies,OK,28.99,27.63,-5.0%,18942,31729,46,0,7,0,N,3.82,5.23,9.05,18.84,1.10,5.8%,16.62,27.89,0%,Tehmin's (50%) / A3GU6RJ75JPEJN,no,4.8,1128,6,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,7613035922471,,07613035922471
B0CHT6KTM1,"Furr Boost Christmas Dog Drink Hydration Pack Turkey, Parsnip, & Cranberry (12x400ml) | Dog Gifts 100% Natural Rehydration Smoothie for Dogs | Dog More Benefits than Bone Broth",Furr Boost,https://www.amazon.co.uk/dp/B0CHT6KTM1,Pet Supplies,OK,43.48,43.48,0.0%,37564,32159,14,0,3,0,N,4.57,7.46,12.03,28.26,3.19,11.3%,26.21,40.29,0%,Black Cat Medicines (94%) / A17IOLQ20XBD,no,4.6,108,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,,,15060830620085
